iso3,m49_code,region_country_area,year,series,value,footnotes,source
SYC,690,Seychelles,2010,Life expectancy at birth for both sexes (years),72.5,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SYC,690,Seychelles,2010,Life expectancy at birth for males (years),69.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SYC,690,Seychelles,2010,Life expectancy at birth for females (years),76.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SYC,690,Seychelles,2015,Population annual rate of increase (percent),2.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SYC,690,Seychelles,2015,Total fertility rate (children per women),2.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SYC,690,Seychelles,2015,"Under five mortality rate for both sexes (per 1,000 live births)",14.5,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SYC,690,Seychelles,2015,"Maternal mortality ratio (deaths per 100,000 population)",5,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
SYC,690,Seychelles,2015,Life expectancy at birth for both sexes (years),72.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SYC,690,Seychelles,2015,Life expectancy at birth for males (years),69.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SYC,690,Seychelles,2015,Life expectancy at birth for females (years),76,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SYC,690,Seychelles,2020,Population annual rate of increase (percent),2.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SYC,690,Seychelles,2020,Total fertility rate (children per women),2.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SYC,690,Seychelles,2020,"Under five mortality rate for both sexes (per 1,000 live births)",14.7,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SYC,690,Seychelles,2020,"Maternal mortality ratio (deaths per 100,000 population)",3,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
SYC,690,Seychelles,2020,Life expectancy at birth for both sexes (years),74.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SYC,690,Seychelles,2020,Life expectancy at birth for males (years),70.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SYC,690,Seychelles,2020,Life expectancy at birth for females (years),78.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SYC,690,Seychelles,2025,Population annual rate of increase (percent),1.7,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SYC,690,Seychelles,2025,Total fertility rate (children per women),2.1,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SYC,690,Seychelles,2025,"Under five mortality rate for both sexes (per 1,000 live births)",12.1,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SYC,690,Seychelles,2025,Life expectancy at birth for both sexes (years),73.1,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SYC,690,Seychelles,2025,Life expectancy at birth for males (years),70.2,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SYC,690,Seychelles,2025,Life expectancy at birth for females (years),76.8,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SLE,694,Sierra Leone,2010,Population annual rate of increase (percent),2.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SLE,694,Sierra Leone,2010,Total fertility rate (children per women),5.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SLE,694,Sierra Leone,2010,"Under five mortality rate for both sexes (per 1,000 live births)",161,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SLE,694,Sierra Leone,2010,"Maternal mortality ratio (deaths per 100,000 population)",837,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
SLE,694,Sierra Leone,2010,Life expectancy at birth for both sexes (years),51.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SLE,694,Sierra Leone,2010,Life expectancy at birth for males (years),50.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SLE,694,Sierra Leone,2010,Life expectancy at birth for females (years),52.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SLE,694,Sierra Leone,2015,Population annual rate of increase (percent),2.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SLE,694,Sierra Leone,2015,Total fertility rate (children per women),4.5,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SLE,694,Sierra Leone,2015,"Under five mortality rate for both sexes (per 1,000 live births)",132.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SLE,694,Sierra Leone,2015,"Maternal mortality ratio (deaths per 100,000 population)",588,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
SLE,694,Sierra Leone,2015,Life expectancy at birth for both sexes (years),55.5,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SLE,694,Sierra Leone,2015,Life expectancy at birth for males (years),54.5,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SLE,694,Sierra Leone,2015,Life expectancy at birth for females (years),56.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SLE,694,Sierra Leone,2020,Population annual rate of increase (percent),2.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SLE,694,Sierra Leone,2020,Total fertility rate (children per women),4.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SLE,694,Sierra Leone,2020,"Under five mortality rate for both sexes (per 1,000 live births)",108.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SLE,694,Sierra Leone,2020,"Maternal mortality ratio (deaths per 100,000 population)",443,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
SLE,694,Sierra Leone,2020,Life expectancy at birth for both sexes (years),59.7,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SLE,694,Sierra Leone,2020,Life expectancy at birth for males (years),58.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SLE,694,Sierra Leone,2020,Life expectancy at birth for females (years),61.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SLE,694,Sierra Leone,2025,Population annual rate of increase (percent),2,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SLE,694,Sierra Leone,2025,Total fertility rate (children per women),3.6,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SLE,694,Sierra Leone,2025,"Under five mortality rate for both sexes (per 1,000 live births)",94.1,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SLE,694,Sierra Leone,2025,Life expectancy at birth for both sexes (years),62.2,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SLE,694,Sierra Leone,2025,Life expectancy at birth for males (years),60.4,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SLE,694,Sierra Leone,2025,Life expectancy at birth for females (years),63.9,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SGP,702,Singapore,2010,Population annual rate of increase (percent),1.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SGP,702,Singapore,2010,Total fertility rate (children per women),0.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SGP,702,Singapore,2010,"Under five mortality rate for both sexes (per 1,000 live births)",2.8,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SGP,702,Singapore,2010,"Maternal mortality ratio (deaths per 100,000 population)",8,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
SGP,702,Singapore,2010,Life expectancy at birth for both sexes (years),81.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SGP,702,Singapore,2010,Life expectancy at birth for males (years),79.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SGP,702,Singapore,2010,Life expectancy at birth for females (years),83.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SGP,702,Singapore,2015,Population annual rate of increase (percent),1.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SGP,702,Singapore,2015,Total fertility rate (children per women),1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SGP,702,Singapore,2015,"Under five mortality rate for both sexes (per 1,000 live births)",2.7,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SGP,702,Singapore,2015,"Maternal mortality ratio (deaths per 100,000 population)",8,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
SGP,702,Singapore,2015,Life expectancy at birth for both sexes (years),82.7,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SGP,702,Singapore,2015,Life expectancy at birth for males (years),80.5,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SGP,702,Singapore,2015,Life expectancy at birth for females (years),84.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SGP,702,Singapore,2020,Population annual rate of increase (percent),-2.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SGP,702,Singapore,2020,Total fertility rate (children per women),0.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SGP,702,Singapore,2020,"Under five mortality rate for both sexes (per 1,000 live births)",2.7,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SGP,702,Singapore,2020,"Maternal mortality ratio (deaths per 100,000 population)",7,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
SGP,702,Singapore,2020,Life expectancy at birth for both sexes (years),83.7,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SGP,702,Singapore,2020,Life expectancy at birth for males (years),81.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SGP,702,Singapore,2020,Life expectancy at birth for females (years),85.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SGP,702,Singapore,2025,Population annual rate of increase (percent),0.6,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SGP,702,Singapore,2025,Total fertility rate (children per women),1,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SGP,702,Singapore,2025,"Under five mortality rate for both sexes (per 1,000 live births)",2.2,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SGP,702,Singapore,2025,Life expectancy at birth for both sexes (years),84,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SGP,702,Singapore,2025,Life expectancy at birth for males (years),81.5,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SGP,702,Singapore,2025,Life expectancy at birth for females (years),86.5,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SXM,534,Sint Maarten (Dutch part),2010,Population annual rate of increase (percent),0.8,"For statistical purposes, the data for Netherlands do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SXM,534,Sint Maarten (Dutch part),2010,Total fertility rate (children per women),1.8,"For statistical purposes, the data for Netherlands do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SXM,534,Sint Maarten (Dutch part),2010,"Under five mortality rate for both sexes (per 1,000 live births)",18.6,"For statistical purposes, the data for Netherlands do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SXM,534,Sint Maarten (Dutch part),2010,Life expectancy at birth for both sexes (years),74.8,"For statistical purposes, the data for Netherlands do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SXM,534,Sint Maarten (Dutch part),2010,Life expectancy at birth for males (years),71.9,"For statistical purposes, the data for Netherlands do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SXM,534,Sint Maarten (Dutch part),2010,Life expectancy at birth for females (years),77.9,"For statistical purposes, the data for Netherlands do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SXM,534,Sint Maarten (Dutch part),2015,Population annual rate of increase (percent),2.1,"For statistical purposes, the data for Netherlands do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SXM,534,Sint Maarten (Dutch part),2015,Total fertility rate (children per women),1.7,"For statistical purposes, the data for Netherlands do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SXM,534,Sint Maarten (Dutch part),2015,"Under five mortality rate for both sexes (per 1,000 live births)",16,"For statistical purposes, the data for Netherlands do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SXM,534,Sint Maarten (Dutch part),2015,Life expectancy at birth for both sexes (years),75.9,"For statistical purposes, the data for Netherlands do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SXM,534,Sint Maarten (Dutch part),2015,Life expectancy at birth for males (years),73.1,"For statistical purposes, the data for Netherlands do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SXM,534,Sint Maarten (Dutch part),2015,Life expectancy at birth for females (years),79,"For statistical purposes, the data for Netherlands do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SXM,534,Sint Maarten (Dutch part),2020,Population annual rate of increase (percent),1.5,"For statistical purposes, the data for Netherlands do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SXM,534,Sint Maarten (Dutch part),2020,Total fertility rate (children per women),1.5,"For statistical purposes, the data for Netherlands do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SXM,534,Sint Maarten (Dutch part),2020,"Under five mortality rate for both sexes (per 1,000 live births)",16,"For statistical purposes, the data for Netherlands do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SXM,534,Sint Maarten (Dutch part),2020,Life expectancy at birth for both sexes (years),75,"For statistical purposes, the data for Netherlands do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SXM,534,Sint Maarten (Dutch part),2020,Life expectancy at birth for males (years),72.1,"For statistical purposes, the data for Netherlands do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SXM,534,Sint Maarten (Dutch part),2020,Life expectancy at birth for females (years),78.5,"For statistical purposes, the data for Netherlands do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SXM,534,Sint Maarten (Dutch part),2025,Population annual rate of increase (percent),1.3,"For statistical purposes, the data for Netherlands do not include this area.;Projected estimate (medium fertility variant).","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SXM,534,Sint Maarten (Dutch part),2025,Total fertility rate (children per women),1.4,"For statistical purposes, the data for Netherlands do not include this area.;Projected estimate (medium fertility variant).","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SXM,534,Sint Maarten (Dutch part),2025,"Under five mortality rate for both sexes (per 1,000 live births)",14,"For statistical purposes, the data for Netherlands do not include this area.;Projected estimate (medium fertility variant).","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SXM,534,Sint Maarten (Dutch part),2025,Life expectancy at birth for both sexes (years),76.7,"For statistical purposes, the data for Netherlands do not include this area.;Projected estimate (medium fertility variant).","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SXM,534,Sint Maarten (Dutch part),2025,Life expectancy at birth for males (years),74,"For statistical purposes, the data for Netherlands do not include this area.;Projected estimate (medium fertility variant).","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SXM,534,Sint Maarten (Dutch part),2025,Life expectancy at birth for females (years),79.8,"For statistical purposes, the data for Netherlands do not include this area.;Projected estimate (medium fertility variant).","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVK,703,Slovakia,2010,Population annual rate of increase (percent),0.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SVK,703,Slovakia,2010,Total fertility rate (children per women),1.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVK,703,Slovakia,2010,"Under five mortality rate for both sexes (per 1,000 live births)",6.8,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SVK,703,Slovakia,2010,"Maternal mortality ratio (deaths per 100,000 population)",5,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
SVK,703,Slovakia,2010,Life expectancy at birth for both sexes (years),75.5,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVK,703,Slovakia,2010,Life expectancy at birth for males (years),71.7,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVK,703,Slovakia,2010,Life expectancy at birth for females (years),79.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVK,703,Slovakia,2015,Population annual rate of increase (percent),0.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SVK,703,Slovakia,2015,Total fertility rate (children per women),1.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVK,703,Slovakia,2015,"Under five mortality rate for both sexes (per 1,000 live births)",6.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SVK,703,Slovakia,2015,"Maternal mortality ratio (deaths per 100,000 population)",5,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
SVK,703,Slovakia,2015,Life expectancy at birth for both sexes (years),76.7,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVK,703,Slovakia,2015,Life expectancy at birth for males (years),73.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVK,703,Slovakia,2015,Life expectancy at birth for females (years),80.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVK,703,Slovakia,2020,Population annual rate of increase (percent),0,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SVK,703,Slovakia,2020,Total fertility rate (children per women),1.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVK,703,Slovakia,2020,"Under five mortality rate for both sexes (per 1,000 live births)",6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SVK,703,Slovakia,2020,"Maternal mortality ratio (deaths per 100,000 population)",5,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
SVK,703,Slovakia,2020,Life expectancy at birth for both sexes (years),76.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVK,703,Slovakia,2020,Life expectancy at birth for males (years),73.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVK,703,Slovakia,2020,Life expectancy at birth for females (years),80.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVK,703,Slovakia,2025,Population annual rate of increase (percent),-0.7,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SVK,703,Slovakia,2025,Total fertility rate (children per women),1.6,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVK,703,Slovakia,2025,"Under five mortality rate for both sexes (per 1,000 live births)",4.6,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
